"","Gene_ID","Pman_GeneID","P_maniculatus_attr","M_musculus_attr","EP_strain_logFC","EP_strain_adj_P.Val","EP_strain_SIG","diffexpressed_EP","LP_strain_logFC","LP_strain_adj_P.Val","LP_strain_SIG","diffexpressed_LP","Quadrant"
"2012","Oaz1","Oaz1","NA","NA",-0.419946737410864,0.00143858129529057,"SIG","DOWN",-0.103629191626007,0.018122577320689,"SIG","DOWN","InCutoff"
"2013","Ak6","Ak6","NA","Adenylate kinase isoenzyme 6",-0.34152215610485,0.00144026558933105,"SIG","DOWN",-0.271863248845537,2.39396899876604e-11,"SIG","DOWN","InCutoff"
"2014","Ccdc28a","Ccdc28a","NA","Coiled-coil domain-containing protein 28",-0.714701399771188,0.00144263715773913,"SIG","DOWN",-0.215230977466492,0.00156193048256869,"SIG","DOWN","NA"
"2015","Rabep2","Rabep2","NA","Rab GTPase-binding effector protein 2",0.327001528968098,0.00144855818204056,"SIG","UP",0.336302129051793,5.30634080410422e-08,"SIG","UP","InCutoff"
"2016","Cdh1","Cdh1","NA","Cell division cycle protein 20 homolog B",1.39883872411145,0.00145092196500377,"SIG","UP",-0.767361236801825,1.41581567432582e-17,"SIG","DOWN","Up-Down"
"2017","novel_gene_NC_056024.1_11417","novel_gene_NC_056024.1_11417","NA","NA",-1.37822240176982,0.00145685617083078,"SIG","DOWN",0.627084982642564,6.05092420453223e-05,"SIG","UP","Down-Up"
"2018","novel_gene_NC_056023.1_1820","novel_gene_NC_056023.1_1820","NA","NA",1.35711348112398,0.00145715636641905,"SIG","UP",-0.333234654017333,0.00586419210283324,"SIG","DOWN","NA"
"2019","novel_gene_NC_056019.1_2875","novel_gene_NC_056019.1_2875","NA","NA",-0.21934533371497,0.00146320987284405,"SIG","DOWN",-0.245610962605481,1.17748124733043e-06,"SIG","DOWN","InCutoff"
"2020","LOC102905591","NAC-beta","transcription factor BTF3-like","Transcription factor BTF3",0.680720458410872,0.00146542995134208,"SIG","UP",1.00452137044044,9.25441068198212e-09,"SIG","UP","Up-Up"
"2021","Dnal4","Dnal4","NA","Dynein light chain",-1.49722618514803,0.00147086221621299,"SIG","DOWN",-0.133664672528686,0.0477793601404572,"SIG","DOWN","NA"
"2022","Mcee","Mcee","NA","Methylmalonyl-CoA epimerase, mitochondrial",0.648167382612263,0.00147109458656018,"SIG","UP",0.890730118274756,3.20199042870673e-15,"SIG","UP","Up-Up"
"2023","LOC102917834","Zfp956","zinc finger protein 398-like isoform X1","C2H2-type domain-containing protein",0.76533840546477,0.00147117884862841,"SIG","UP",-0.206468371029406,0.0233404357082329,"SIG","DOWN","NA"
"2024","novel_gene_NC_056018.1_7470","novel_gene_NC_056018.1_7470","NA","NA",0.461455728226438,0.00147135315042605,"SIG","UP",0.322388182499124,0.00011979420527535,"SIG","UP","InCutoff"
"2025","LOC107402285","snRNP-G","Small nuclear ribonucleoprotein G","Small nuclear ribonucleoprotein G",0.668914338354847,0.00147260726543848,"SIG","UP",0.703283489849875,2.71688668889692e-12,"SIG","UP","Up-Up"
"2026","Tmbim4","Tmbim4","NA","Protein lifeguard 4",-0.661678597748473,0.00147589937342496,"SIG","DOWN",-0.221933958255399,5.58487581646355e-06,"SIG","DOWN","NA"
"2027","Mical3","Mical3","NA","NA",0.877848819627028,0.0014766225223755,"SIG","UP",-0.169486630129634,0.0264131245815077,"SIG","DOWN","NA"
"2028","LOC121825429","LOC121825429","NA","NA",-1.93072688071933,0.00147787950998369,"SIG","DOWN",-0.534371722295856,0.00494582643055746,"SIG","DOWN","Down-Down"
"2029","Slc11a2","Slc11a2","NA","Natural resistance-associated macrophage protein 2",0.645841565215416,0.00147915684837549,"SIG","UP",-0.25597083679933,0.0193439803170601,"SIG","DOWN","NA"
"2030","Ehmt2","Ehmt2","NA","Histone-lysine N-methyltransferase EHMT2",0.370325939643241,0.00147915684837549,"SIG","UP",0.257378117063908,5.14979138835711e-07,"SIG","UP","InCutoff"
"2031","Ehhadh","Ehhadh","NA","Peroxisomal bifunctional enzyme",1.00937362259278,0.00148133246514774,"SIG","UP",0.773195240015293,2.40004115621017e-11,"SIG","UP","Up-Up"
"2032","Dusp7","Dusp7","NA","protein-tyrosine-phosphatase",0.657121628826247,0.00148145494393189,"SIG","UP",0.720445461317263,5.51856516313824e-13,"SIG","UP","Up-Up"
"2033","Celf2","Celf2","NA","NA",0.625415871803797,0.0014888269102751,"SIG","UP",0.283165826804786,0.00011112731815682,"SIG","UP","NA"
"2034","novel_gene_NC_056019.1_12395","novel_gene_NC_056019.1_12395","NA","NA",-1.0379583125627,0.00150091475062967,"SIG","DOWN",-0.327485382205188,0.0075468651497175,"SIG","DOWN","NA"
"2035","LOC102915020","Zfp868","zinc finger protein 14-like isoform X1","Zinc finger C2H2 superfamily",-0.46601982577781,0.00150364434427932,"SIG","DOWN",-0.195324993727067,0.00022037878104471,"SIG","DOWN","InCutoff"
"2036","Slc48a1","Slc48a1","NA","Heme transporter HRG1",-1.55736498414024,0.0015066700207314,"SIG","DOWN",-1.19070661052537,1.25534193389548e-13,"SIG","DOWN","Down-Down"
"2037","LOC121828093","LOC121828093","NA","NA",-1.10669989771288,0.00150807114831192,"SIG","DOWN",-0.786075138389578,0.00199459068678785,"SIG","DOWN","Down-Down"
"2038","Rpl29","Rpl29","NA","NA",-0.385161015682728,0.00152014293768677,"SIG","DOWN",-0.273826016135878,3.87375820777999e-06,"SIG","DOWN","InCutoff"
"2039","LOC102926251","RPS2","40S ribosomal protein S2-like","NA",0.596974660966957,0.00152639876408981,"SIG","UP",0.312149412786931,0.00408065596068216,"SIG","UP","NA"
"2040","Smarca1","Smarca1","NA","Tetratricopeptide repeat",1.51715996534177,0.00152672298585662,"SIG","UP",-0.32301101281995,0.0157471018662971,"SIG","DOWN","NA"
"2041","LOC107400489","ENSMUSG00215017007.1","disks large homolog 5-like isoform X4","Disks large homolog 5, N-terminal",0.95786177280276,0.00152794873280028,"SIG","UP",0.483056588509968,0.00043480568335509,"SIG","UP","NA"
"2042","Sypl1","Sypl1","NA","Synaptophysin-like protein 1",-0.360258695183932,0.00152935657663074,"SIG","DOWN",0.327364676615827,0.00028835495565571,"SIG","UP","InCutoff"
"2043","LOC102904309","Naip2","baculoviral IAP repeat-containing protein 1b-like","Baculoviral IAP repeat-containing protein 1b",-0.83219377952113,0.00153048050320547,"SIG","DOWN",-1.11421490624085,5.79828838738394e-13,"SIG","DOWN","Down-Down"
"2044","LOC102902772","RPS2","Small ribosomal subunit protein uS5","NA",1.21791933573941,0.00153048050320547,"SIG","UP",0.718089745851182,0.00362804603656411,"SIG","UP","Up-Up"
"2045","Zc3h14","Zc3h14","NA","NA",0.35525057569101,0.00153777044241844,"SIG","UP",0.447626971825795,1.10502942775799e-11,"SIG","UP","InCutoff"
"2046","Strn3","Strn3","NA","Striatin-4",-0.482426438996841,0.00154042399871669,"SIG","DOWN",-0.0908441063643346,0.0329911349186232,"SIG","DOWN","InCutoff"
"2047","Ghitm","Ghitm","NA","Growth hormone-inducible transmembrane protein",-0.291552268284157,0.00154101075182346,"SIG","DOWN",-0.127827615336695,0.0304653629923783,"SIG","DOWN","InCutoff"
"2048","Zswim8","Zswim8","NA","Zinc finger SWIM domain-containing protein 8",-0.276462640410486,0.00154368341195442,"SIG","DOWN",-0.469412595016679,4.10346578527187e-15,"SIG","DOWN","InCutoff"
"2049","Dock5","Dock5","NA","Dedicator of cytokinesis protein 5",-1.22736932592659,0.0015447462836829,"SIG","DOWN",-0.373190471341239,0.00010182296980262,"SIG","DOWN","NA"
"2050","Ssr3","Ssr3","NA","Translocon-associated protein subunit gamma",-0.431568823354696,0.00154716176255264,"SIG","DOWN",-0.211699275711921,0.00031744535968104,"SIG","DOWN","InCutoff"
"2051","Aplnr","Aplnr","NA","Apelin receptor",1.51756887110122,0.00154766502415309,"SIG","UP",-0.394689111961208,0.0272149988165153,"SIG","DOWN","NA"
"2052","Gng2","Gng2","NA","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2",-0.976235363334903,0.00155204355631367,"SIG","DOWN",-0.995034835240636,1.44644261552909e-12,"SIG","DOWN","Down-Down"
"2053","Sigirr","Sigirr","NA","Single Ig IL-1-related receptor",0.785886450188236,0.00155670735504428,"SIG","UP",0.796803821059556,1.5431697136397e-07,"SIG","UP","Up-Up"
"2054","novel_gene_NC_056018.1_18431","novel_gene_NC_056018.1_18431","NA","NA",-0.617148461996939,0.00155723620365755,"SIG","DOWN",-0.263407268950229,0.0188875450178179,"SIG","DOWN","NA"
"2055","Ranbp6","Ranbp6","NA","Ran-binding protein 6",-0.283416067275503,0.00155723620365755,"SIG","DOWN",0.297640648510179,8.27613387215634e-08,"SIG","UP","InCutoff"
"2056","LOC102910614","Prl8a2","prolactin-8A9-like","Gamma-retroviral matrix protein",-3.04298477015142,0.00156260350837986,"SIG","DOWN",-0.542839150210658,0.0241771949607432,"SIG","DOWN","Down-Down"
"2057","Slc35a2","Slc35a2","NA","UDP-galactose translocator",-0.429132361143223,0.00157333383367846,"SIG","DOWN",-0.306092013640597,8.65365486729881e-05,"SIG","DOWN","InCutoff"
"2058","novel_gene_NC_056008.1_1664","novel_gene_NC_056008.1_1664","NA","NA",-0.904136800783114,0.00158017014447434,"SIG","DOWN",0.177508102436158,0.0434419252205222,"SIG","UP","NA"
"2059","Pex26","Pex26","NA","Peroxisome assembly protein 26",0.380854144795251,0.00158382248363212,"SIG","UP",0.245817395458312,0.0459946057095213,"SIG","UP","InCutoff"
"2060","Smg9","Smg9","NA","NA",-0.34677099832317,0.00158382248363212,"SIG","DOWN",-0.43391664739682,6.29678770539544e-06,"SIG","DOWN","InCutoff"
"2061","Abcc6","Abcc6","NA","ATP-binding cassette sub-family C member 6",1.32032772204091,0.00159009128107963,"SIG","UP",1.02557809340697,0.00011219911875624,"SIG","UP","Up-Up"
"2062","LOC102922856","Zfp53","zinc finger protein 54-like","KRAB domain superfamily",-0.323442022970321,0.00159009128107963,"SIG","DOWN",-0.251274922380907,2.57097468097069e-06,"SIG","DOWN","InCutoff"
"2063","novel_gene_NC_056011.1_1368","novel_gene_NC_056011.1_1368","NA","NA",-1.04575904548468,0.00159383615776892,"SIG","DOWN",-0.676720475087122,7.5616077000273e-11,"SIG","DOWN","Down-Down"
"2064","novel_gene_NC_056028.1_13035","novel_gene_NC_056028.1_13035","NA","NA",0.587701156731921,0.00160336029676511,"SIG","UP",0.523010744322421,7.19322600860904e-08,"SIG","UP","Up-Up"
"2065","LOC102924289","PNP","Purine nucleoside phosphorylase","Purine nucleoside phosphorylase",-1.07291390300245,0.00160621660845615,"SIG","DOWN",-0.305995573173706,2.57197792108561e-07,"SIG","DOWN","NA"
"2066","Fbxl19","Fbxl19","NA","F-box/LRR-repeat protein 19",0.911236326627979,0.00161035550463483,"SIG","UP",0.161589836177972,0.00403374145228433,"SIG","UP","NA"
"2067","LOC121828227","LOC121828227","NA","NA",0.570610592488771,0.00161394062695562,"SIG","UP",0.427603025853533,0.00162513918130353,"SIG","UP","NA"
"2068","novel_gene_NC_056020.1_15871","novel_gene_NC_056020.1_15871","NA","NA",0.464119877538135,0.00161500020919294,"SIG","UP",0.254240583888604,4.58688396272664e-05,"SIG","UP","InCutoff"
"2069","Wdr47","Wdr47","NA","WD repeat-containing protein 47",-0.506404292507344,0.00161642795897694,"SIG","DOWN",-0.484193501422947,5.17870648355701e-10,"SIG","DOWN","NA"
"2070","Cyria","Cyria","NA","NA",1.21621951641228,0.00162250569261538,"SIG","UP",-0.422951675859601,2.60714317289778e-08,"SIG","DOWN","NA"
"2071","Dok6","Dok6","NA","Docking protein 6",0.345335029455716,0.00162919209949655,"SIG","UP",0.503138023727699,1.55464175353315e-16,"SIG","UP","NA"
"2072","novel_gene_NC_056020.1_423","novel_gene_NC_056020.1_423","NA","NA",-1.47030740315623,0.00163109512915581,"SIG","DOWN",0.221033619969624,0.00999333409031715,"SIG","UP","NA"
"2073","novel_gene_NC_056012.1_17771","novel_gene_NC_056012.1_17771","NA","NA",-0.386510461134537,0.00163418132751231,"SIG","DOWN",-0.516604333722702,6.19172057390416e-08,"SIG","DOWN","NA"
"2074","Ociad2","Ociad2","NA","OCIA domain-containing protein 2",-0.757717286681943,0.00163641651915002,"SIG","DOWN",-0.868113580115761,3.45909003133973e-33,"SIG","DOWN","Down-Down"
"2075","E2f6","E2f6","NA","Transcription factor E2F6",0.350595157786919,0.0016400456076902,"SIG","UP",0.54084019324123,1.34477077140496e-07,"SIG","UP","NA"
"2076","Desi2","Desi2","NA","Deubiquitinase DESI2",-0.485435289037351,0.00164376382297505,"SIG","DOWN",-0.218627195936386,0.0120797879242853,"SIG","DOWN","InCutoff"
"2077","B3gntl1","B3gntl1","NA","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like protein 1",0.573243867768539,0.00164914257986789,"SIG","UP",0.204860402598709,0.0163736287716628,"SIG","UP","NA"
"2078","LOC102907012","LOC102907012","NA","NA",-1.06140581859549,0.0016496824391437,"SIG","DOWN",-0.237765925454281,0.00013539820560842,"SIG","DOWN","NA"
"2079","Chst11","Chst11","NA","Carbohydrate sulfotransferase 11",-1.12952855138913,0.00165018825303852,"SIG","DOWN",-0.839609534387387,3.80714689336557e-06,"SIG","DOWN","Down-Down"
"2080","novel_gene_NC_056016.1_16389","novel_gene_NC_056016.1_16389","NA","NA",-1.3194055974964,0.00165242001019495,"SIG","DOWN",-0.407023178128963,0.00552255999439869,"SIG","DOWN","NA"
"2081","Cenpj","Cenpj","NA","Centromere protein J",0.705444832069261,0.00165282181915954,"SIG","UP",0.726753380910027,9.66559924173377e-07,"SIG","UP","Up-Up"
"2082","Gan","Gan","NA","Gigaxonin",-1.80325941959934,0.00165324193357924,"SIG","DOWN",-0.506794075196511,1.8051145227061e-05,"SIG","DOWN","Down-Down"
"2083","LOC102926720","TCEA-like protein 8","transcription elongation factor A protein-like 8","Transcription elongation factor A protein-like 8",0.495663347888034,0.00165324193357924,"SIG","UP",0.519071667066373,4.20704217220205e-11,"SIG","UP","NA"
"2084","Dennd4c","Dennd4c","NA","NA",-1.29287813593963,0.00165361623071078,"SIG","DOWN",-0.271512637399679,9.37584410604048e-05,"SIG","DOWN","NA"
"2085","Usp24","Usp24","NA","NA",-0.617694186057625,0.00165361623071078,"SIG","DOWN",-0.282115418915397,2.99077685730936e-06,"SIG","DOWN","NA"
"2086","novel_gene_NC_056028.1_13662","novel_gene_NC_056028.1_13662","NA","NA",0.815887130077502,0.00165552142022757,"SIG","UP",0.462300783789061,0.00092905563771215,"SIG","UP","NA"
"2087","Ccdc154","Ccdc154","NA","Coiled-coil domain-containing protein 154",0.611893656489658,0.00167629461302825,"SIG","UP",0.626420382071623,1.1474598369204e-08,"SIG","UP","Up-Up"
"2088","Tbc1d23","Tbc1d23","NA","TBC1 domain family member 23",-0.24587170115752,0.00167758973754618,"SIG","DOWN",-0.297588469141869,4.10209857496673e-10,"SIG","DOWN","InCutoff"
"2089","novel_gene_NC_056030.1_871","novel_gene_NC_056030.1_871","NA","NA",-0.315195056605181,0.00167900111311632,"SIG","DOWN",-0.124377137477054,0.00160991153112612,"SIG","DOWN","InCutoff"
"2090","Bcl10","Bcl10","NA","NA",-0.406347847884148,0.00168095892709074,"SIG","DOWN",0.230930386510855,4.91127599047331e-07,"SIG","UP","InCutoff"
"2091","novel_gene_NC_056018.1_4381","novel_gene_NC_056018.1_4381","NA","NA",-0.68077143966807,0.00168174490050823,"SIG","DOWN",-0.561488145984995,2.30596374899026e-08,"SIG","DOWN","Down-Down"
"2092","Rbpj","Rbpj","NA","Recombining binding protein suppressor of hairless",-0.632324028377017,0.00168217626905635,"SIG","DOWN",-0.183392963479835,5.2202765651755e-07,"SIG","DOWN","NA"
"2093","Abcd4","Abcd4","NA","ATP-binding cassette sub-family D member 3",0.723668088726407,0.00168239053610533,"SIG","UP",0.34689720095679,0.00015241525372853,"SIG","UP","NA"
"2094","novel_gene_NC_056011.1_17966","novel_gene_NC_056011.1_17966","NA","NA",-0.295525922092073,0.00168239053610533,"SIG","DOWN",-0.342339030050084,2.04751656676134e-07,"SIG","DOWN","InCutoff"
"2095","Vps13b","Vps13b","NA","Intermembrane lipid transfer protein VPS13B",-0.469485268390889,0.00170123055924414,"SIG","DOWN",-0.254469311040454,0.0162896743012013,"SIG","DOWN","InCutoff"
"2096","LOC102919912","Rain","ras-interacting protein 1","Ras-interacting protein 1",0.755217901279359,0.00170967233199663,"SIG","UP",0.283082406238989,0.0292455435491724,"SIG","UP","NA"
"2097","novel_gene_NC_056021.1_13387","novel_gene_NC_056021.1_13387","NA","NA",0.422889457700262,0.00170967233199663,"SIG","UP",0.300096850159254,0.00032263307654269,"SIG","UP","InCutoff"
"2098","Ric1","Ric1","NA","Protein RIC1 homolog",-0.238560996911014,0.00170967233199663,"SIG","DOWN",0.241953029846384,0.00015006287565849,"SIG","UP","InCutoff"
"2099","Ctns","Ctns","NA","Cystinosin",-0.530403427951517,0.00171326202795959,"SIG","DOWN",-0.176425256644662,0.00927750652697751,"SIG","DOWN","NA"
"2100","novel_gene_NC_056019.1_14955","novel_gene_NC_056019.1_14955","NA","NA",-1.06674082213857,0.00171546593913958,"SIG","DOWN",-0.461541828979916,0.0231258603611144,"SIG","DOWN","NA"
"2101","Znf821","Znf821","NA","NA",-0.219016401571599,0.00171774560846641,"SIG","DOWN",0.203993148900766,0.00010399644109768,"SIG","UP","InCutoff"
"2102","novel_gene_NC_056021.1_5352","novel_gene_NC_056021.1_5352","NA","NA",0.436260395288241,0.00172183080376074,"SIG","UP",0.169765110583847,0.0337063429333554,"SIG","UP","InCutoff"
"2103","Tdrd9","Tdrd9","NA","ATP-dependent RNA helicase TDRD9",-1.29861343750587,0.00172626485606533,"SIG","DOWN",-3.32587608508402,1.81186105741664e-120,"SIG","DOWN","Down-Down"
"2104","LOC121824336","MCT","malonyl-CoA-acyl carrier protein transacylase, mitochondrial-like","Malonyl-CoA-acyl carrier protein transacylase, mitochondrial",0.604020618655836,0.00172660203346676,"SIG","UP",0.264644127162319,0.002490359658396,"SIG","UP","NA"
"2105","Tp53i13","Tp53i13","NA","NA",-1.12314531661187,0.00172851362213494,"SIG","DOWN",-0.576489573634449,2.85111722432779e-15,"SIG","DOWN","Down-Down"
"2106","Atg4a","Atg4a","NA","Cysteine protease",0.505510827395867,0.00172851362213494,"SIG","UP",0.227076447406494,0.00179190473142598,"SIG","UP","NA"
"2107","Gde1","Gde1","NA","Glycerophosphodiester phosphodiesterase 1",-0.473588217107518,0.00173585975018555,"SIG","DOWN",-0.369782821148846,2.25289038547012e-06,"SIG","DOWN","InCutoff"
"2108","Mtmr10","Mtmr10","NA","Myotubularin-related protein 10",-0.354555487854026,0.00174351630483868,"SIG","DOWN",-0.219029447913843,0.00427422887393795,"SIG","DOWN","InCutoff"
"2109","Clpb","Clpb","NA","Ankyrin repeat-containing domain superfamily",0.599206877695674,0.0017538643680443,"SIG","UP",0.311125914018109,2.40889109170029e-06,"SIG","UP","NA"
"2110","LOC121823934","LOC121823934","skin secretory protein xP2-like","NA",-1.32514829817126,0.00176061605337367,"SIG","DOWN",-0.778605742632743,0.0014654545067743,"SIG","DOWN","Down-Down"
"2111","novel_gene_NC_056018.1_7937","novel_gene_NC_056018.1_7937","NA","NA",-0.617078937756294,0.00176061605337367,"SIG","DOWN",-0.60145565365696,0.00024601472186236,"SIG","DOWN","Down-Down"
"2112","Dhodh","Dhodh","NA","Dihydroorotate dehydrogenase (quinone), mitochondrial",0.548415193337884,0.00176997227272575,"SIG","UP",0.251459662377114,0.00792216247266614,"SIG","UP","NA"
"2113","novel_gene_NC_056027.1_7744","novel_gene_NC_056027.1_7744","NA","NA",0.597726971728152,0.0017804431380074,"SIG","UP",0.704964935867266,8.37117490184838e-06,"SIG","UP","Up-Up"
"2114","Fbxo7","Fbxo7","NA","F-box only protein 7",-0.95804873305454,0.0017804431380074,"SIG","DOWN",-0.410318947041879,2.3293765123006e-07,"SIG","DOWN","NA"
"2115","novel_gene_NC_056015.1_18996","novel_gene_NC_056015.1_18996","NA","NA",0.741337082539502,0.00178255099549018,"SIG","UP",-0.490665172256086,7.60737694862282e-07,"SIG","DOWN","NA"
"2116","Tnk2","Tnk2","NA","non-specific protein-tyrosine kinase",0.66195402604776,0.00178255099549018,"SIG","UP",0.638623378993512,6.29830608289651e-11,"SIG","UP","Up-Up"
"2117","Them6","Them6","NA","Protein THEM6",-0.888143759103358,0.00178625152641834,"SIG","DOWN",-1.07656244029106,6.89683775630987e-15,"SIG","DOWN","Down-Down"
"2118","novel_gene_NC_056009.1_19734","novel_gene_NC_056009.1_19734","NA","NA",-0.67269855249568,0.00179349965917961,"SIG","DOWN",-0.328377790431823,0.0274435779228876,"SIG","DOWN","NA"
"2119","LOC102911405","Zfp-30","zinc finger protein 30 isoform X1","Zinc finger protein 30",0.996030587599564,0.00179349965917961,"SIG","UP",1.03437984287425,5.27910789046703e-05,"SIG","UP","Up-Up"
"2120","Rnf144b","Rnf144b","NA","E3 ubiquitin-protein ligase RNF144B",-1.9198049995898,0.0018107012158313,"SIG","DOWN",-0.86494648052949,1.65324735393372e-05,"SIG","DOWN","Down-Down"
"2121","Nol7","Nol7","NA","Nucleolar protein 7",-0.258091417551061,0.00181417015856473,"SIG","DOWN",-0.258089795278769,1.76144618016971e-10,"SIG","DOWN","InCutoff"
"2122","Plxdc1","Plxdc1","NA","NA",-1.11628739088476,0.00181724865236367,"SIG","DOWN",0.456093958708489,0.00262435799707764,"SIG","UP","NA"
"2123","novel_gene_NC_056015.1_13888","novel_gene_NC_056015.1_13888","NA","NA",-0.58834365924045,0.00181837757939907,"SIG","DOWN",-0.263939565746894,0.00467294140969949,"SIG","DOWN","NA"
"2124","Cpeb2","Cpeb2","NA","Cytoplasmic polyadenylation element-binding protein",-0.57595415761768,0.00181912579455456,"SIG","DOWN",-0.348419317817682,0.00224985549157654,"SIG","DOWN","NA"
"2125","novel_gene_NC_056015.1_13854","novel_gene_NC_056015.1_13854","NA","NA",-0.618450702023299,0.00181912579455456,"SIG","DOWN",-0.240518885755086,0.0010086949968234,"SIG","DOWN","NA"
"2126","Syce2","Syce2","NA","Synaptonemal complex central element protein 2",0.909649246325466,0.00182349322318764,"SIG","UP",0.406643972511197,0.00022535375473769,"SIG","UP","NA"
"2127","LOC121823683","LOC121823683","NA","NA",-0.42782072654005,0.00183400795252591,"SIG","DOWN",0.264202580438783,0.0231480441569002,"SIG","UP","InCutoff"
"2128","novel_gene_NC_056024.1_3038","novel_gene_NC_056024.1_3038","NA","NA",0.902026591367514,0.00183400795252591,"SIG","UP",0.776248495834443,4.6854591944898e-12,"SIG","UP","Up-Up"
"2129","novel_gene_NW_024590255.1_16","novel_gene_NW_024590255.1_16","NA","NA",-0.557928687833209,0.00183460106666051,"SIG","DOWN",-0.469089456600571,7.7372485686998e-10,"SIG","DOWN","NA"
"2130","Nudt14","Nudt14","NA","Uridine diphosphate glucose pyrophosphatase NUDT14",-0.433792732399464,0.00183753264823312,"SIG","DOWN",-0.311394172938648,0.00012109893123649,"SIG","DOWN","InCutoff"
"2131","Tcp11l1","Tcp11l1","NA","T-complex protein 11-like protein 1",-0.439601940697746,0.00183904592796137,"SIG","DOWN",-0.302439635692801,2.74698191755876e-06,"SIG","DOWN","InCutoff"
"2132","Fnbp1l","Fnbp1l","NA","Formin-binding protein 1-like",0.808081430808811,0.00183904592796137,"SIG","UP",0.311258995956561,6.67771724725289e-05,"SIG","UP","NA"
"2133","Kcnc3","Kcnc3","NA","Potassium channel, voltage dependent, Kv3.3",1.00849762757593,0.00184886887302935,"SIG","UP",1.40251321196452,3.70445238920497e-13,"SIG","UP","Up-Up"
"2134","Kdf1","Kdf1","NA","Keratinocyte differentiation factor 1",0.968488961895891,0.00185247019754176,"SIG","UP",0.332154326850251,2.52862101329474e-08,"SIG","UP","NA"
"2135","LOC121830727","LOC121830727","NA","NA",-0.960699067850186,0.00187587465116206,"SIG","DOWN",-1.37995282925984,4.19678732163181e-34,"SIG","DOWN","Down-Down"
"2136","Kcnk6","Kcnk6","NA","Potassium channel subfamily K member",1.04147779224625,0.00188778467014716,"SIG","UP",-0.542846653849653,5.5633886121261e-05,"SIG","DOWN","Up-Down"
"2137","Plch1","Plch1","NA","Phosphoinositide phospholipase C",1.03683917336999,0.00188993548401687,"SIG","UP",-0.640441107789742,0.00026370764748953,"SIG","DOWN","Up-Down"
"2138","Tdrd5","Tdrd5","NA","Tudor domain-containing protein 5",1.99088529154405,0.0018912937233488,"SIG","UP",2.00182981693737,1.54077360564319e-05,"SIG","UP","Up-Up"
"2139","LOC102906164","LOC102906164","LOW QUALITY PROTEIN: uncharacterized protein LOC102906164","NA",-1.25334068220837,0.00189756563074409,"SIG","DOWN",-0.860726059549666,6.79139180236462e-05,"SIG","DOWN","Down-Down"
"2140","novel_gene_NC_056010.1_26428","novel_gene_NC_056010.1_26428","NA","NA",1.07084613735423,0.00191078269123291,"SIG","UP",-0.330503847498293,0.00331238933347057,"SIG","DOWN","NA"
"2141","Pard6a","Pard6a","NA","Partitioning defective 6 homolog alpha",0.297097381331103,0.00191081404899673,"SIG","UP",0.14999015230384,0.0247725800850195,"SIG","UP","InCutoff"
"2142","Ap1m1","Ap1m1","NA","MHD domain-containing protein",-0.462374776573902,0.00191081404899673,"SIG","DOWN",-0.123291729894785,0.00176779899411182,"SIG","DOWN","InCutoff"
"2143","Ranbp17","Ranbp17","NA","NA",0.940835493286924,0.00192063734095775,"SIG","UP",0.276183001206914,0.0215475114931663,"SIG","UP","NA"
"2144","Cib1","Cib1","NA","Calcium and integrin-binding protein 1",-0.485194006775406,0.00192272224544078,"SIG","DOWN",0.219725700819527,0.00047224585185843,"SIG","UP","InCutoff"
"2145","novel_gene_NC_056016.1_16451","novel_gene_NC_056016.1_16451","NA","NA",1.23497590622838,0.00196267088737149,"SIG","UP",-1.08158599128117,7.67871028857691e-06,"SIG","DOWN","Up-Down"
"2146","LOC102907590","Zfp267","zinc finger protein 345-like","KRAB domain superfamily",-0.424731859004331,0.00197467642129036,"SIG","DOWN",0.249725156340484,1.3868011301111e-05,"SIG","UP","InCutoff"
"2147","novel_gene_NC_056008.1_56986","novel_gene_NC_056008.1_56986","NA","NA",0.5290840521117,0.00198545961678735,"SIG","UP",-0.144613774278911,0.0124873668247331,"SIG","DOWN","NA"
"2148","Spa17","Spa17","NA","Sperm surface protein Sp17",0.671893833366148,0.00198890525546453,"SIG","UP",0.340729933304766,0.00553598468269578,"SIG","UP","NA"
"2149","Rb1cc1","Rb1cc1","NA","RB1-inducible coiled-coil protein 1",-0.548796551512348,0.00199762452732342,"SIG","DOWN",-0.234302587909186,9.15735894008441e-08,"SIG","DOWN","NA"
"2150","Atp1a1","Atp1a1","NA","Sodium/potassium-transporting ATPase subunit alpha-1",0.790556959088752,0.00199781629549439,"SIG","UP",0.289311252118522,7.65584159216864e-05,"SIG","UP","NA"
"2151","novel_gene_NC_056021.1_4196","novel_gene_NC_056021.1_4196","NA","NA",-0.341794546622699,0.00199807431386792,"SIG","DOWN",0.317185516280439,0.00024604966509561,"SIG","UP","InCutoff"
"2152","Itpka","Itpka","NA","Inositol-trisphosphate 3-kinase A",1.82379819262913,0.00199898520763533,"SIG","UP",0.305771761669119,0.0293584318100835,"SIG","UP","NA"
"2153","LOC107400732","LOC107400732","NA","NA",0.637845838769052,0.00200162958689789,"SIG","UP",0.765470913387227,2.1692925073035e-09,"SIG","UP","Up-Up"
"2154","novel_gene_NC_056024.1_6622","novel_gene_NC_056024.1_6622","NA","NA",-0.812216782133081,0.0020025818280225,"SIG","DOWN",-0.330231712004713,0.0337159622570704,"SIG","DOWN","NA"
